Model;Brand;year;quarter;month;month_id;Audio_jack;battery_removable;battery_amps;battery_type;Bluetooth;Display_type;aspect_ratio;screen_body_ratio;GPS;Radio;ram_MB;im_MB;primary_camera_MP;primary_camera_autofocus;primary_camera_LED_flash;primary_camera_VGA;sensor_accelerometer;sensor_fingerprint;sensor_fingerprint_mounted;sensor_heart_rate;sensor_iris_scanner;sensor_proximity;sensor_temperature
_Life XL;BLU;2016;1;January;1;Y;Y;2820;Li-Po;Y;IPS LCD capacitive touchscreen  16M colors;1.7777777778;67;Y;Y;2000.0;16000.0;3.0;Y;Y;N;Y;N;null;N;N;Y;N
_Studio C HD;BLU;2016;1;January;1;Y;Y;2000;Li-Po;Y;IPS LCD capacitive touchscreen  16M colors;1.7777777778;66;Y;Y;1000.0;8000.0;8.0;Y;Y;N;Y;N;null;N;N;Y;N
_Vivo XL;BLU;2016;1;January;1;Y;Y;3150;Li-Ion;Y;AMOLED capacitive touchscreen  16M colors;1.7777777778;70;Y;Y;2000.0;16000.0;3.0;Y;Y;N;Y;N;null;N;N;Y;N
_Energy X LTE;BLU;2016;1;March;3;Y;N;4000;Li-Po;Y;IPS LCD capacitive touchscreen  16M colors;1.7777777778;68;Y;Y;1000.0;16000.0;8.0;Y;Y;N;Y;N;null;N;N;Y;N
_Life Mark;BLU;2016;1;March;3;Y;Y;2300;Li-Po;Y;IPS LCD capacitive touchscreen  16M colors;1.7777777778;67;Y;Y;2000.0;16000.0;3.0;Y;Y;N;Y;Y;rear;N;N;Y;N
_Dash X Plus LTE;BLU;2016;1;March;3;Y;Y;2750;Li-Po;Y;IPS LCD capacitive touchscreen  16M colors;1.7777777778;67;Y;Y;1000.0;8000.0;8.0;Y;Y;N;Y;N;null;N;N;Y;N
_Neo XL;BLU;2016;1;March;3;Y;Y;2800;Li-Po;Y;IPS LCD capacitive touchscreen  16M colors;1.7777777778;72;Y;Y;1000.0;8000.0;8.0;Y;Y;N;Y;N;null;N;N;Y;N
_Studio 5.5 HD;BLU;2016;1;March;3;Y;Y;2500;Li-Po;Y;IPS LCD capacitive touchscreen  16M colors;1.7777777778;70;Y;Y;1000.0;8000.0;5.0;Y;Y;N;Y;N;null;N;N;Y;N
_Studio X Mini;BLU;2016;1;March;3;Y;Y;1800;Li-Po;Y;IPS LCD capacitive touchscreen  16M colors;1.7791666667;63;Y;Y;1000.0;8000.0;5.0;Y;Y;N;Y;N;null;N;N;Y;N
_Advance 4.0 L2;BLU;2016;2;April;4;Y;Y;1300;Li-Ion;Y;TFT capacitive touchscreen  16M colors;1.6666666667;51;Y;Y;512.0;4000.0;3.15;N;Y;N;Y;N;null;N;N;N;N
_Dash X2;BLU;2016;2;April;4;Y;Y;2000;Li-Po;Y;IPS LCD capacitive touchscreen  16M colors;1.7777777778;65;Y;Y;1000.0;8000.0;8.0;Y;Y;N;Y;N;null;N;N;Y;N
_Dash M2;BLU;2016;2;April;4;Y;Y;2000;Li-Po;Y;IPS LCD capacitive touchscreen  16M colors;1.7791666667;64;Y;Y;512.0;4000.0;5.0;N;Y;N;Y;N;null;N;N;Y;N
_Energy JR;BLU;2016;2;June;6;Y;Y;3000;Li-Ion;Y;TFT capacitive touchscreen  16M colors;1.6666666667;54;Y;Y;256.0;512.0;3.15;N;Y;N;Y;N;null;N;N;N;N
_Dash L2;BLU;2016;2;June;6;Y;Y;1400;Li-Ion;Y;TFT capacitive touchscreen  16M colors;1.6666666667;55;Y;Y;512.0;4000.0;3.15;N;Y;N;Y;N;null;N;N;N;N
_Studio Touch;BLU;2016;2;June;6;Y;N;2500;Li-Po;Y;IPS LCD capacitive touchscreen  16M colors;1.7777777778;67;Y;Y;1000.0;8000.0;8.0;Y;Y;N;Y;Y;front;N;N;Y;N
_R1 HD;BLU;2016;2;June;6;Y;N;2500;Li-Ion;Y;IPS LCD capacitive touchscreen  16M colors;1.7777777778;66;Y;N;1000.0;8000.0;8.0;Y;Y;N;Y;N;null;N;N;Y;N
_Touch Book M7;BLU;2016;2;June;6;Y;N;2800;Li-Po;Y;IPS LCD capacitive touchscreen  16M colors;1.7066666667;null;Y;Y;1000.0;8000.0;2.0;N;N;N;Y;N;null;N;N;N;N
_Studio Selfie 2;BLU;2016;2;May;5;Y;Y;3000;Li-Po;Y;IPS LCD capacitive touchscreen  16M colors;1.7791666667;65;Y;Y;1000.0;8000.0;5.0;Y;Y;N;Y;N;null;N;N;Y;N
_Neo X;BLU;2016;2;May;5;Y;Y;2000;Li-Po;Y;LCD capacitive touchscreen  16M colors;1.7791666667;65;Y;Y;512.0;4000.0;5.0;N;Y;N;Y;N;null;N;N;Y;N
_Studio X8 HD;BLU;2016;2;May;5;Y;Y;2000;Li-Ion;Y;IPS LCD capacitive touchscreen  16M colors;1.7777777778;64;Y;Y;512.0;4000.0;5.0;N;Y;N;Y;N;null;N;N;N;N
_Pure XR;BLU;2016;3;August;8;Y;N;3000;Li-Po;Y;AMOLED capacitive touchscreen  16M colors;1.7777777778;72;Y;Y;4000.0;64000.0;6.0;Y;Y;N;Y;Y;front;N;N;Y;N
_Energy M;BLU;2016;3;August;8;Y;Y;4000;Li-Po;Y;LCD capacitive touchscreen  16M colors;1.7791666667;64;Y;Y;1000.0;8000.0;5.0;Y;Y;N;Y;N;null;N;N;Y;N
_Energy Diamond;BLU;2016;3;August;8;Y;Y;4000;Li-Po;Y;LCD capacitive touchscreen  16M colors;1.7791666667;65;Y;Y;1000.0;8000.0;5.0;Y;Y;N;Y;N;null;N;N;Y;N
_Neo X LTE;BLU;2016;3;August;8;Y;Y;2500;Li-Po;Y;LCD capacitive touchscreen  16M colors;1.7791666667;63;Y;Y;1000.0;8000.0;5.0;Y;Y;N;Y;N;null;N;N;Y;N
_Studio C 8+8;BLU;2016;3;August;8;Y;Y;3000;Li-Po;Y;LCD capacitive touchscreen  16M colors;1.7777777778;65;Y;Y;1000.0;8000.0;8.0;Y;Y;N;Y;N;null;N;N;Y;N
_Studio C 8+8 LTE;BLU;2016;3;August;8;Y;Y;3000;Li-Po;Y;LCD capacitive touchscreen  16M colors;1.7777777778;65;Y;Y;1000.0;8000.0;8.0;Y;Y;N;Y;N;null;N;N;Y;N
_Diamond M;BLU;2016;3;August;8;Y;Y;2200;Li-Po;Y;LCD capacitive touchscreen  16M colors;1.7791666667;66;Y;Y;512.0;4000.0;5.0;N;Y;N;Y;N;null;N;N;Y;N
_Energy XL;BLU;2016;3;July;7;Y;N;5000;Li-Po;Y;AMOLED capacitive touchscreen  16M colors;1.7777777778;76;Y;Y;3000.0;64000.0;3.0;Y;Y;N;Y;Y;front;N;N;Y;N
_Dash 4.5 (2016);BLU;2016;3;July;7;Y;Y;1800;Li-Ion;Y;TFT capacitive touchscreen  16M colors;1.7791666667;62;Y;Y;512.0;4000.0;3.15;N;Y;N;Y;N;null;N;N;N;N
_Grand 5.5 HD;BLU;2016;3;July;7;Y;Y;2500;Li-Po;Y;IPS LCD capacitive touchscreen  16M colors;1.7777777778;68;Y;Y;1000.0;8000.0;8.0;Y;Y;N;Y;N;null;N;N;Y;N
_Energy Diamond Mini;BLU;2016;3;July;7;Y;Y;3000;Li-Po;Y;LCD capacitive touchscreen  16M colors;1.6666666667;54;Y;Y;512.0;4000.0;5.0;Y;Y;N;Y;N;null;N;N;N;N
_Neo X Mini;BLU;2016;3;July;7;Y;Y;1700;Li-Ion;Y;LCD capacitive touchscreen  16M colors;1.7791666667;52;Y;Y;512.0;4000.0;5.0;N;Y;N;Y;N;null;N;N;Y;N
_Life One X2;BLU;2016;3;September;9;Y;N;3150;Li-Po;Y;IPS LCD capacitive touchscreen  16M colors;1.7777777778;69;Y;Y;2000.0;16000.0;6.0;Y;Y;N;Y;Y;rear;N;N;Y;N
_Vivo 5R;BLU;2016;3;September;9;Y;N;3150;Li-Po;Y;IPS LCD capacitive touchscreen  16M colors;1.7777777778;71;Y;Y;3000.0;32000.0;3.0;Y;Y;N;Y;Y;rear;N;N;Y;N
_Vivo 6;BLU;2016;4;November;11;Y;N;3130;Li-Po;Y;IPS LCD capacitive touchscreen  16M colors;1.7777777778;72;Y;Y;4000.0;64000.0;3.0;Y;Y;N;Y;Y;front;N;N;Y;N
_Studio Max;BLU;2016;4;November;11;Y;N;4000;Li-Po;Y;IPS LCD capacitive touchscreen  16M colors;1.7777777778;71;Y;Y;2000.0;16000.0;3.0;Y;Y;N;Y;Y;front;N;N;Y;N
_Energy X Plus 2;BLU;2016;4;November;11;Y;N;4900;Li-Po;Y;IPS LCD capacitive touchscreen  16M colors;1.7777777778;69;Y;Y;1000.0;8000.0;8.0;Y;Y;N;Y;N;null;N;N;Y;N
_Studio G Max;BLU;2016;4;November;11;Y;N;2300;Li-Po;Y;IPS LCD capacitive touchscreen  16M colors;1.7777777778;68;Y;Y;1000.0;8000.0;8.0;Y;Y;N;Y;N;null;N;N;Y;N
_Studio G Plus HD;BLU;2016;4;November;11;Y;N;2500;Li-Po;Y;IPS LCD capacitive touchscreen  16M colors;1.7777777778;72;Y;Y;1000.0;8000.0;5.0;Y;Y;N;Y;N;null;N;N;Y;N
_Studio XL2;BLU;2016;4;November;11;Y;N;4900;Li-Po;Y;IPS LCD capacitive touchscreen  16M colors;1.7777777778;71;Y;Y;2000.0;16000.0;3.0;Y;Y;N;Y;N;null;N;N;Y;N
_Dash G;BLU;2016;4;November;11;Y;Y;2000;Li-Po;Y;IPS LCD capacitive touchscreen  16M colors;1.7791666667;63;Y;Y;512.0;4000.0;5.0;N;Y;N;Y;N;null;N;N;Y;N
_Dash L3;BLU;2017;1;January;1;Y;Y;1400;Li-Po;Y;TFT capacitive touchscreen  16M colors;1.6666666667;55;Y;null;512.0;4000.0;3.15;N;Y;N;Y;N;null;N;N;N;N
_Tank Xtreme 2.4;BLU;2017;1;January;1;Y;Y;1650;Li-Po;Y;TFT  65K colors;1.3333333333;23;N;Y;24.0;32.0;null;N;Y;Y;N;N;null;N;N;N;N
_Grand Max;BLU;2017;1;January;1;Y;N;2200;Li-Po;Y;IPS LCD capacitive touchscreen  16M colors;1.7777777778;65;Y;null;1000.0;8000.0;8.0;Y;Y;N;Y;N;null;N;N;Y;N
_Grand Energy;BLU;2017;1;January;1;Y;N;4000;Li-Po;Y;IPS LCD capacitive touchscreen  16M colors;1.7777777778;65;Y;null;1000.0;8000.0;5.0;Y;Y;N;Y;N;null;N;N;Y;N
_Tank Xtreme 4.0;BLU;2017;1;January;1;Y;N;2800;Li-Po;Y;IPS LCD capacitive touchscreen  16M colors;1.6666666667;50;Y;Y;512.0;4000.0;3.15;N;Y;N;Y;N;null;N;N;N;N
_Life One X2 Mini;BLU;2017;1;January;1;Y;N;3000;Li-Po;Y;IPS LCD capacitive touchscreen  16M colors;1.7777777778;69;Y;Y;4000.0;64000.0;3.0;Y;Y;N;Y;Y;rear;N;N;Y;N
_Grand X;BLU;2017;1;January;1;Y;N;2200;Li-Po;Y;Capacitive touchscreen  16M colors;1.7777777778;64;Y;Y;1000.0;8000.0;5.0;Y;Y;N;Y;N;null;N;N;Y;N
_Vivo XL2;BLU;2017;1;January;1;Y;N;3150;Li-Po;Y;IPS LCD capacitive touchscreen  16M colors;1.7777777778;70;Y;Y;3000.0;32000.0;3.0;Y;Y;N;Y;N;null;N;N;Y;N
_Tank Xtreme 5.0;BLU;2017;1;January;1;Y;N;3000;Li-Po;Y;IPS LCD capacitive touchscreen  16M colors;1.7777777778;56;Y;Y;1000.0;8000.0;5.0;Y;Y;N;Y;N;null;N;N;Y;N
_Grand M;BLU;2017;1;January;1;Y;N;2200;Li-Po;Y;Capacitive touchscreen  16M colors;1.7791666667;65;Y;null;512.0;8000.0;5.0;N;Y;N;Y;N;null;N;N;N;N
_Advance 4.0 L3;BLU;2017;1;January;1;Y;Y;1300;Li-Po;Y;TFT capacitive touchscreen;1.6666666667;54;Y;null;512.0;4000.0;5.0;N;Y;N;Y;N;null;N;N;N;N
_Vivo 5 Mini;BLU;2017;1;January;1;Y;N;1500;Li-Po;Y;IPS LCD capacitive touchscreen  16M colors;1.6666666667;58;Y;null;512.0;8000.0;5.0;N;Y;N;Y;N;null;N;N;N;N
_Studio Selfie LTE;BLU;2017;1;March;3;Y;Y;2000;Li-Po;Y;IPS LCD capacitive touchscreen  16M colors;1.7791666667;66;Y;Y;1000.0;8000.0;5.0;Y;Y;N;Y;N;null;N;N;Y;N
_R1 Plus;BLU;2017;2;April;4;Y;N;4000;Li-Po;Y;IPS LCD capacitive touchscreen  16M colors;1.7777777778;71;Y;N;2000.0;16000.0;3.0;Y;Y;N;Y;N;null;N;N;Y;N
_Grand XL;BLU;2017;2;June;6;Y;N;2650;Li-Po;Y;Capacitive touchscreen  16M colors;1.7777777778;67;Y;Y;1000.0;8000.0;8.0;Y;Y;N;Y;N;null;N;N;Y;N
_Grand X LTE;BLU;2017;2;June;6;Y;N;2400;Li-Po;Y;IPS LCD capacitive touchscreen  16M colors;1.7777777778;65;Y;Y;1000.0;8000.0;8.0;N;Y;N;Y;N;null;N;N;Y;N
_Studio Mega;BLU;2017;2;June;6;Y;N;2500;Li-Po;Y;IPS LCD capacitive touchscreen  16M colors;1.7777777778;71;Y;Y;1000.0;8000.0;8.0;Y;Y;N;Y;N;null;N;N;Y;N
_Studio J2;BLU;2017;2;May;5;Y;Y;2000;Li-Po;Y;IPS LCD capacitive touchscreen  16M colors;1.7791666667;65;Y;N;512.0;8000.0;5.0;N;Y;N;Y;N;null;N;N;N;N
_Com 906;Bosch;1996;null;null;null;N;Y;500;Li-Ion;N;Monochrome graphic;null;null;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_Com 738;Bosch;1996;null;null;null;N;Y;650;Li-Ion;N;Monochrome graphic;null;null;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_World 718;Bosch;1996;null;null;null;N;Y;650;Li-Ion;N;Monochrome graphic;null;null;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_Com 207;Bosch;1997;null;null;null;N;Y;600;NiMH;N;Alphanumeric;null;null;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_Com 607;Bosch;1997;null;null;null;N;Y;550;NiMH;N;Monochrome graphic;null;null;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_Com 908;Bosch;1998;null;null;null;N;Y;650;Li-Ion;N;Monochrome graphic;null;null;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_909 Dual S;Bosch;1999;null;null;null;N;Y;null;Li-Ion;N;Monochrome graphic;3.0;null;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_909 Dual;Bosch;1999;null;null;null;N;Y;650;Li-Ion;N;Monochrome graphic;null;null;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_Com 608;Bosch;1999;null;null;null;N;Y;550;NiMH;N;Monochrome graphic;null;null;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_Com 509;Bosch;1999;null;null;null;N;Y;null;NiMH;N;Monochrome graphic;null;null;N;N;null;null;null;N;N;N;N;N;null;N;N;N;N
_ Aquaris M10;BQ;2015;null;null;null;Y;N;7280;Li-Po;Y;Capacitive touchscreen  16M colors;1.6;70;Y;Y;2000.0;16000.0;5.0;N;N;N;Y;N;null;N;N;N;N
_Aquaris M5;BQ;2015;null;null;null;Y;N;3120;Li-Po;Y;IPS LCD capacitive touchscreen  16M colors;1.7777777778;69;Y;Y;3000.0;16000.0;3.0;Y;Y;N;Y;N;null;N;N;Y;N
_Aquaris X5;BQ;2015;null;null;null;Y;N;2900;Li-Po;Y;IPS LCD capacitive touchscreen  16M colors;1.7777777778;67;Y;Y;2000.0;16000.0;3.0;Y;Y;N;Y;N;null;N;N;Y;N
_Aquaris X5 Plus;BQ;2016;3;July;7;Y;N;3200;Li-Po;Y;LTPS IPS LCD capacitive touchscreen  16M colors;1.7777777778;67;Y;Y;2000.0;16000.0;6.0;Y;N;N;Y;Y;rear;N;N;Y;N
_Aquaris U Lite;BQ;2016;3;September;9;Y;N;3080;Li-Po;Y;Capacitive touchscreen  16M colors;1.7777777778;66;Y;Y;2000.0;16000.0;8.0;Y;Y;N;Y;N;null;N;N;Y;N
_Aquaris U;BQ;2016;3;September;9;Y;N;3080;Li-Po;Y;Capacitive touchscreen  16M colors;1.7777777778;66;Y;Y;2000.0;16000.0;3.0;Y;Y;N;Y;N;null;N;N;Y;N
_Aquaris U Plus;BQ;2016;3;September;9;Y;N;3050;Li-Po;Y;IPS LCD capacitive touchscreen  16M colors;1.7777777778;66;Y;Y;2000.0;16000.0;6.0;Y;Y;N;Y;Y;rear;N;N;Y;N
_Aquaris X Pro;BQ;2017;2;April;4;Y;N;3100;Li-Ion;Y;LTPS IPS LCD capacitive touchscreen  16M colors;1.7777777778;70;Y;Y;4000.0;128000.0;2.0;Y;N;N;Y;Y;rear;N;N;Y;N
_Aquaris X;BQ;2017;2;April;4;Y;N;3100;Li-Ion;Y;LTPS IPS LCD capacitive touchscreen  16M colors;1.7777777778;70;Y;Y;3000.0;32000.0;6.0;Y;N;N;Y;Y;rear;N;N;Y;N
_G'zOne Ravine;Casio;2010;4;October;10;N;Y;1140;Li-Ion;Y;TFT  65K colors;1.3333333333;25;Y;N;192.0;512.0;3.15;Y;Y;N;Y;N;null;N;N;N;Y
_G'zOne Brigade;Casio;2011;1;February;2;N;Y;1440;Li-Ion;Y;TFT  65K colors;1.6666666667;37;Y;N;192.0;256.0;3.15;Y;Y;N;Y;N;null;N;N;N;Y
_G'zOne Commando;Casio;2011;2;April;4;Y;Y;1460;Li-Ion;Y;TFT capacitive touchscreen  16M colors;1.6666666667;43;Y;N;512.0;1000.0;5.0;Y;Y;N;Y;N;null;N;N;Y;Y
_G'zOne Ravine 2;Casio;2011;4;November;11;N;Y;1150;Li-Ion;Y;TFT;1.3333333333;27;Y;N;256.0;512.0;3.15;Y;Y;N;N;N;null;N;N;N;Y
_G'zOne CA-201L;Casio;2013;1;March;3;Y;Y;1800;Li-Ion;Y;IPS LCD capacitive touchscreen  16M colors;1.6666666667;51;Y;N;1000.0;16000.0;8.0;Y;Y;N;Y;N;null;N;N;Y;Y
_B15;Cat;2013;null;null;null;Y;N;2000;Li-Ion;Y;TFT capacitive touchscreen  16M colors;1.6666666667;52;Y;Y;512.0;4000.0;5.0;Y;N;N;Y;N;null;N;N;Y;N
_B100;Cat;2013;null;null;null;Y;Y;1150;Li-Ion;Y;TFT;1.3333333333;21;Y;Y;64.0;128.0;3.15;N;N;N;N;N;null;N;N;N;N
_B25;Cat;2013;null;null;null;Y;Y;1300;Li-Ion;Y;TFT;1.3333333333;17;N;Y;null;null;2.0;Y;N;N;N;N;null;N;N;N;N
_B15 Q;Cat;2014;2;null;null;Y;Y;2000;Li-Ion;Y;TFT capacitive touchscreen  16M colors;1.6666666667;52;Y;Y;1000.0;4000.0;5.0;Y;Y;N;Y;N;null;N;N;Y;N
_S50;Cat;2014;3;September;9;Y;N;2630;Li-Ion;Y;IPS LCD capacitive touchscreen  16M colors;1.7777777778;54;Y;Y;2000.0;8000.0;8.0;Y;Y;N;Y;N;null;N;N;Y;N
_B30;Cat;2015;2;June;6;Y;N;1000;Li-Ion;Y;TFT;1.2222222222;19;N;Y;null;null;2.0;N;Y;N;N;N;null;N;N;N;N
_S40;Cat;2015;3;July;7;Y;N;3000;Li-Ion;Y;IPS LCD capacitive touchscreen  16M colors;1.7777777778;56;Y;Y;1000.0;16000.0;8.0;Y;Y;N;Y;N;null;N;N;Y;N
_S30;Cat;2015;3;September;9;Y;N;3000;Li-Ion;Y;TFT capacitive touchscreen;1.7791666667;54;Y;Y;1000.0;8000.0;5.0;Y;Y;N;Y;N;null;N;N;Y;N
_S60;Cat;2016;1;February;2;Y;N;3800;Li-Ion;Y;a-Si AHVA capacitive touchscreen  16M colors;1.7777777778;56;Y;Y;3000.0;32000.0;3.0;Y;N;N;Y;N;null;N;N;Y;N
_C357;Celkon;2010;null;null;null;null;Y;1000;Li-Ion;Y;TFT;1.25;22;N;Y;null;null;null;N;N;Y;N;N;null;N;N;N;N
_C367;Celkon;2010;null;null;null;null;Y;1000;Li-Ion;Y;TFT;1.25;22;N;Y;null;null;null;N;N;Y;N;N;null;N;N;N;N
_C517;Celkon;2010;null;null;null;null;Y;1800;Li-Ion;Y;TFT;1.25;20;N;Y;null;null;null;N;N;Y;N;N;null;N;N;N;N
_C567;Celkon;2010;null;null;null;null;Y;null;Li-Ion;Y;TFT;1.25;26;N;Y;null;null;null;N;N;Y;Y;N;null;N;N;N;N
_C747;Celkon;2010;null;null;null;null;Y;1500;Li-Ion;Y;TFT;1.25;28;N;Y;null;null;2.0;N;N;N;Y;N;null;N;N;N;N
_C449;Celkon;2010;null;null;null;null;Y;1000;Li-Ion;Y;TFT;1.25;20;N;Y;null;null;1.3;N;N;N;N;N;null;N;N;N;N
_C867;Celkon;2010;null;null;null;null;Y;1000;Li-Ion;Y;TFT;1.3333333333;25;N;Y;null;null;1.3;N;N;N;Y;N;null;N;N;N;N
_C9;Celkon;2010;null;null;null;Y;Y;1050;Li-Ion;Y;TFT;1.3333333333;27;N;Y;null;null;3.2;N;N;N;N;N;null;N;N;N;N
_C669;Celkon;2010;null;null;null;N;Y;1300;Li-Ion;Y;TFT;1.3333333333;33;N;Y;null;null;1.3;N;N;N;N;N;null;N;N;N;N
_C509;Celkon;2010;null;null;null;N;Y;1800;Li-Ion;N;TFT;1.25;20;N;Y;null;null;null;N;N;N;N;N;null;N;N;N;N
_C99;Celkon;2010;null;null;null;Y;Y;800;Li-Ion;Y;TFT touchscreen;1.3333333333;40;N;Y;null;null;2.0;N;N;N;N;N;null;N;N;N;N
_C347;Celkon;2011;null;null;null;null;Y;1000;Li-Ion;Y;TFT;1.25;22;N;Y;null;null;null;N;N;Y;N;N;null;N;N;N;N
_C7;Celkon;2011;null;null;null;null;Y;1000;Li-Ion;Y;TFT;1.25;21;N;Y;null;null;null;N;N;Y;N;N;null;N;N;N;N
_C1;Celkon;2011;null;null;null;null;Y;1000;Li-Ion;Y;TFT;1.25;21;N;Y;null;null;1.3;N;N;N;N;N;null;N;N;N;N
_C007;Celkon;2011;null;null;null;null;Y;1500;Li-Ion;Y;TFT;1.25;30;N;Y;null;null;1.3;N;N;N;N;N;null;N;N;N;N
_C201;Celkon;2011;null;null;null;null;Y;1000;Li-Ion;Y;TFT;1.25;21;N;Y;null;null;1.3;N;N;N;N;N;null;N;N;N;N
_C2000;Celkon;2011;null;null;null;null;Y;2000;Li-Ion;Y;TFT;1.3333333333;36;N;Y;null;null;1.3;N;N;N;N;N;null;N;N;N;N
_C205;Celkon;2011;null;null;null;null;Y;1000;Li-Ion;Y;TFT;1.25;18;N;Y;null;null;1.3;N;N;N;N;N;null;N;N;N;N
_C22;Celkon;2011;null;null;null;null;Y;1000;Li-Ion;Y;TFT;1.25;20;N;Y;null;null;1.3;N;N;N;N;N;null;N;N;N;N
_C409;Celkon;2011;null;null;null;null;Y;1800;Li-Ion;Y;TFT;1.25;21;N;Y;null;null;1.3;N;N;N;N;N;null;N;N;N;N
_C909;Celkon;2011;null;null;null;null;Y;1000;Li-Ion;Y;TFT;1.3333333333;29;N;Y;null;null;1.3;N;N;N;N;N;null;N;N;N;N
_C5;Celkon;2011;null;null;null;Y;Y;1000;Li-Ion;Y;TFT;1.25;21;N;Y;null;null;1.3;N;N;N;N;N;null;N;N;N;N
_C6;Celkon;2011;null;null;null;Y;Y;1000;Li-Ion;Y;TFT;1.25;26;N;Y;null;null;1.3;N;N;N;N;N;null;N;N;N;N
_C227;Celkon;2011;null;null;null;Y;Y;1000;Li-Ion;Y;TFT touchscreen;1.6666666667;33;N;Y;null;null;3.15;N;Y;N;N;N;null;N;N;N;N
_C220;Celkon;2011;null;null;null;N;Y;1500;Li-Ion;Y;TFT;1.3333333333;28;N;Y;null;null;1.3;N;Y;N;N;N;null;N;N;N;N
_C369;Celkon;2011;null;null;null;N;Y;800;Li-Ion;Y;TFT;1.25;28;N;Y;null;null;1.3;N;Y;N;N;N;null;N;N;N;N
_C111;Celkon;2011;null;null;null;Y;Y;1000;Li-Ion;Y;TFT;1.25;29;N;Y;null;null;1.3;N;N;N;N;N;null;N;N;N;N
_C225;Celkon;2011;null;null;null;Y;Y;1000;Li-Ion;Y;TFT;1.3333333333;30;N;Y;null;null;1.3;N;N;N;N;N;null;N;N;N;N
_C207;Celkon;2011;null;null;null;Y;Y;1000;Li-Ion;Y;TFT;1.25;21;N;Y;null;null;1.3;N;N;N;N;N;null;N;N;N;N
_C303;Celkon;2011;null;null;null;Y;Y;1000;Li-Ion;Y;TFT;1.25;25;N;Y;null;null;1.3;N;N;N;N;N;null;N;N;N;N
_C305;Celkon;2011;null;null;null;Y;Y;850;Li-Ion;Y;TFT;1.1827956989;22;N;Y;null;null;1.3;N;N;N;N;N;null;N;N;N;N
_C33;Celkon;2011;null;null;null;Y;Y;1000;Li-Ion;Y;TFT;1.25;24;N;Y;null;null;1.3;N;N;N;N;N;null;N;N;N;N
_C339;Celkon;2011;null;null;null;Y;Y;1000;Li-Ion;Y;TFT;1.25;21;N;Y;null;null;1.3;N;N;N;N;N;null;N;N;N;N
_C44;Celkon;2011;null;null;null;Y;Y;1800;Li-Ion;Y;TFT;1.3333333333;31;N;Y;null;null;1.3;N;N;N;N;N;null;N;N;N;N
_C444;Celkon;2011;null;null;null;Y;Y;1000;Li-Ion;Y;TFT;1.25;20;N;Y;null;null;1.3;N;N;N;N;N;null;N;N;N;N
_C550;Celkon;2011;null;null;null;Y;Y;1550;Li-Ion;Y;TFT;1.3333333333;32;N;Y;null;null;1.3;N;N;N;N;N;null;N;N;N;N
_C609;Celkon;2011;null;null;null;Y;Y;1800;Li-Ion;Y;TFT;1.25;23;N;Y;null;null;1.3;N;N;N;N;N;null;N;N;N;N
_C66;Celkon;2011;null;null;null;Y;Y;2000;Li-Ion;Y;TFT;1.3333333333;31;N;Y;null;null;1.3;N;N;N;N;N;null;N;N;N;N
_C770;Celkon;2011;null;null;null;Y;Y;1500;Li-Ion;Y;TFT;1.3333333333;31;N;Y;null;null;1.3;N;N;N;N;N;null;N;N;N;N
_C77;Celkon;2011;null;null;null;Y;Y;1200;Li-Ion;Y;TFT touchscreen;1.6666666667;37;N;Y;null;null;1.3;N;N;N;N;N;null;N;N;N;N
_C777;Celkon;2011;null;null;null;Y;Y;1500;Li-Ion;Y;TFT;1.3333333333;30;N;Y;null;null;1.3;N;N;N;N;N;null;N;N;N;N
_C2;Celkon;2011;null;null;null;N;Y;1000;Li-Ion;Y;TFT;1.425;17;N;Y;null;null;1.3;N;N;N;N;N;null;N;N;N;N
_C404;Celkon;2011;null;null;null;N;Y;2000;Li-Ion;Y;TFT;1.3333333333;30;N;Y;null;null;1.3;N;N;N;N;N;null;N;N;N;N
_C3;Celkon;2011;null;null;null;N;Y;1300;Li-Ion;Y;TFT;1.25;21;N;Y;null;null;null;N;N;N;N;N;null;N;N;N;N
_C10;Celkon;2011;null;null;null;N;Y;800;Li-Ion;N;TFT;1.25;20;N;Y;null;null;null;N;N;N;N;N;null;N;N;N;N
_C102;Celkon;2011;null;null;null;N;Y;1000;Li-Ion;N;TFT;1.25;20;N;Y;null;null;null;N;N;N;N;N;null;N;N;N;N
_C101;Celkon;2011;null;null;null;N;Y;1000;Li-Ion;N;TFT;1.25;20;N;Y;null;null;null;N;N;N;N;N;null;N;N;N;N
_C2010;Celkon;2011;null;null;null;Y;Y;2000;Li-Ion;Y;TFT;1.3333333333;36;N;Y;null;null;2.0;N;N;N;N;N;null;N;N;N;N
_C555;Celkon;2011;null;null;null;Y;Y;1000;Li-Ion;Y;TFT touchscreen;1.6666666667;49;N;Y;null;null;2.0;N;N;N;N;N;null;N;N;N;N
